"Time","Source","Destination","Protocol","Length","D-Port","S-Port","ACK","SYN","Delta-Time"
"14.996093","172.27.224.251","172.27.224.250","TCP","60","502","52520","Set","Not set","0.197805"
"15.006325","172.27.224.250","172.27.224.251","TCP","60","52520","502","Set","Not set","0.010232"
"15.006891","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.000566"
"15.007137","172.27.224.250","172.27.224.251","TCP","60","52520","502","Set","Not set","0.000246"
"15.007159","172.27.224.251","172.27.224.250","TCP","60","502","52520","Set","Not set","0.000022"
"15.007335","172.27.224.250","172.27.224.251","TCP","60","52520","502","Set","Not set","0.000176"
"15.016430","172.27.224.250","172.27.224.251","TCP","60","52520","502","Not set","Not set","0.009095"
"15.101290","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.084860"
"15.108241","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006951"
"15.318914","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210673"
"15.413168","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094254"
"15.417569","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004401"
"15.630932","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213363"
"15.725150","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094218"
"15.728264","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003114"
"15.942913","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.214649"
"16.020785","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.077872"
"16.037167","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.016382"
"16.047574","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010407"
"16.254932","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207358"
"16.349129","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094197"
"16.358253","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009124"
"16.443869","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.085616"
"16.446202","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002333"
"16.446209","172.27.224.251","172.27.224.250","TCP","60","502","52521","Not set","Set","0.000007"
"16.456456","172.27.224.250","172.27.224.251","TCP","60","52521","502","Set","Set","0.010247"
"16.456461","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000005"
"16.457647","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.001186"
"16.457867","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000220"
"16.458120","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000253"
"16.458368","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000248"
"16.458614","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000246"
"16.458864","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000250"
"16.459115","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000251"
"16.459364","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000249"
"16.459612","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000248"
"16.459860","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000248"
"16.460116","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000256"
"16.460364","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000248"
"16.467998","172.27.224.250","172.27.224.251","TCP","60","52521","502","Set","Not set","0.007634"
"16.477288","172.27.224.250","172.27.224.251","TCP","60","52521","502","Set","Not set","0.009290"
"16.478131","172.27.224.250","172.27.224.251","Modbus/TCP","66","52521","502","Set","Not set","0.000843"
"16.566933","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.088802"
"16.661802","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094869"
"16.667640","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005838"
"16.680358","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.012718"
"16.878929","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.198571"
"16.973141","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094212"
"16.978281","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005140"
"17.190893","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212612"
"17.285091","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094198"
"17.287640","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002549"
"17.502900","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.215260"
"17.597218","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094318"
"17.608293","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011075"
"17.814911","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206618"
"17.896590","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.081679"
"17.906342","172.27.224.250","172.27.224.251","TCP","60","52521","502","Set","Not set","0.009752"
"17.907183","172.27.224.250","172.27.224.251","TCP","60","52521","502","Set","Not set","0.000841"
"17.907186","172.27.224.251","172.27.224.250","TCP","60","502","52521","Set","Not set","0.000003"
"17.907359","172.27.224.250","172.27.224.251","TCP","60","52521","502","Set","Not set","0.000173"
"17.909523","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.002164"
"17.916360","172.27.224.250","172.27.224.251","TCP","60","52521","502","Not set","Not set","0.006837"
"17.918305","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.001945"
"18.020755","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.102450"
"18.126873","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.106118"
"18.221097","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094224"
"18.227650","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006553"
"18.438891","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211241"
"18.533129","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094238"
"18.538315","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005186"
"18.750869","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212554"
"18.845597","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094728"
"18.847612","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002015"
"19.062872","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.215260"
"19.157112","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094240"
"19.168322","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011210"
"19.344392","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.176070"
"19.346233","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001841"
"19.346238","172.27.224.251","172.27.224.250","TCP","60","502","52522","Not set","Set","0.000005"
"19.356475","172.27.224.250","172.27.224.251","TCP","60","52522","502","Set","Set","0.010237"
"19.356480","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000005"
"19.357103","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000623"
"19.357341","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000238"
"19.357584","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000243"
"19.357838","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000254"
"19.358085","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000247"
"19.358333","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000248"
"19.358580","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000247"
"19.358835","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000255"
"19.359083","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000248"
"19.359329","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000246"
"19.359577","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000248"
"19.359828","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000251"
"19.368027","172.27.224.250","172.27.224.251","TCP","60","52522","502","Set","Not set","0.008199"
"19.374853","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.006826"
"19.378584","172.27.224.250","172.27.224.251","TCP","60","52522","502","Set","Not set","0.003731"
"19.379437","172.27.224.250","172.27.224.251","Modbus/TCP","66","52522","502","Set","Not set","0.000853"
"19.469298","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.089861"
"19.478323","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009025"
"19.581694","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.103371"
"19.686886","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.105192"
"19.781084","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094198"
"19.787699","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006615"
"19.998848","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211149"
"20.021001","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.022153"
"20.093198","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.072197"
"20.098327","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005129"
"20.310863","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212536"
"20.405164","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094301"
"20.407693","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002529"
"20.622839","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.215146"
"20.717096","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094257"
"20.728332","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011236"
"20.796055","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.067723"
"20.806359","172.27.224.250","172.27.224.251","TCP","60","52522","502","Set","Not set","0.010304"
"20.807203","172.27.224.250","172.27.224.251","TCP","60","52522","502","Set","Not set","0.000844"
"20.807207","172.27.224.251","172.27.224.250","TCP","60","502","52522","Set","Not set","0.000004"
"20.807384","172.27.224.250","172.27.224.251","TCP","60","52522","502","Set","Not set","0.000177"
"20.816387","172.27.224.250","172.27.224.251","TCP","60","52522","502","Not set","Not set","0.009003"
"20.934839","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.118452"
"21.029051","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094212"
"21.038332","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009281"
"21.246832","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208500"
"21.341064","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094232"
"21.347651","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006587"
"21.558844","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211193"
"21.652997","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094153"
"21.658340","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005343"
"21.870843","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212503"
"21.965098","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094255"
"21.967663","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.002565"
"22.020717","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.053054"
"22.182809","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.162092"
"22.243895","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.061086"
"22.246290","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.002395"
"22.246295","172.27.224.251","172.27.224.250","TCP","60","502","52523","Not set","Set","0.000005"
"22.256554","172.27.224.250","172.27.224.251","TCP","60","52523","502","Set","Set","0.010259"
"22.256558","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000004"
"22.257671","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.001113"
"22.257904","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000233"
"22.258173","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000269"
"22.258399","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000226"
"22.258646","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000247"
"22.258901","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000255"
"22.259148","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000247"
"22.259395","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000247"
"22.259643","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000248"
"22.259899","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000256"
"22.260146","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000247"
"22.260395","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.000249"
"22.268911","172.27.224.250","172.27.224.251","TCP","60","52523","502","Set","Not set","0.008516"
"22.277090","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.008179"
"22.277313","172.27.224.250","172.27.224.251","TCP","60","52523","502","Set","Not set","0.000223"
"22.278179","172.27.224.250","172.27.224.251","Modbus/TCP","66","52523","502","Set","Not set","0.000866"
"22.287685","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009506"
"22.480390","172.27.224.251","172.27.224.250","TCP","60","502","52523","Set","Not set","0.192705"
"22.494812","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.014422"
"22.589020","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094208"
"22.598371","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009351"
"22.806828","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208457"
"22.901175","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094347"
"22.907727","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006552"
"23.118822","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211095"
"23.212990","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094168"
